Title: Depleted MORB Mantle of Workmann & Hart 2005

liquid_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp viscosity SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O
401.00 1124.01 0.757828 1.952829 -9967.947273 0.295110 1.142291 4.202 58.9797 1.49778 17.1703 0.744311 0.0830312 2.84712 0.00246262 6.36415 0.00117937 10.7153 1.59474
301.00 1122.05 1.571244 4.045281 -20693.177874 0.612814 2.367749 4.248 59.2005 1.40542 17.1588 0.730525 0.0822013 2.80381 0.00238344 6.31777 0.00113908 10.7238 1.5736
201.00 1120.06 1.826211 4.697421 -24081.330081 0.713352 2.751237 4.293 59.4187 1.31589 17.1475 0.716502 0.0813871 2.76102 0.00230672 6.27131 0.00110009 10.7316 1.55267
101.00 1118.03 1.828721 4.699504 -24144.718135 0.715430 2.754285 4.340 59.6355 1.22776 17.1366 0.702175 0.0805771 2.7187 0.00223211 6.22476 0.00106223 10.7389 1.5318
1.00 1115.98 1.831629 4.702512 -24213.423852 0.717670 2.757925 4.386 59.8504 1.14133 17.1261 0.687569 0.0797724 2.67689 0.00215958 6.17816 0.00102549 10.7457 1.51093

clinopyroxene_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp structure formula SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O
38501.00 1199.36 12.490976 29.079199 -151051.388914 3.809087 14.889066 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.96O6 54.5796 0.694499 3.85714 0.713406 0 2.5913 0 17.64 0 18.0388 1.88533
38401.00 1199.19 12.491684 29.081053 -151098.502128 3.809514 14.890589 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.96O6 54.5754 0.694059 3.86511 0.712889 0 2.59256 0 17.6372 0 18.0374 1.88532
38301.00 1199.02 12.492413 29.082951 -151145.861166 3.809948 14.892135 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.96O6 54.5712 0.693616 3.87313 0.712371 0 2.59382 0 17.6345 0 18.036 1.88531
38201.00 1198.84 12.493161 29.084896 -151193.469047 3.810388 14.893703 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.96O6 54.567 0.69317 3.8812 0.711853 0 2.59509 0 17.6317 0 18.0347 1.88529
38101.00 1198.67 12.493929 29.086887 -151241.328809 3.810834 14.895294 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.96O6 54.5627 0.692722 3.88931 0.711335 0 2.59636 0 17.6289 0 18.0334 1.88527
38001.00 1198.49 12.494718 29.088924 -151289.443567 3.811286 14.896908 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.95O6 54.5584 0.69227 3.89747 0.710817 0 2.59763 0 17.6261 0 18.032 1.88525
37901.00 1198.32 12.495527 29.091008 -151337.816451 3.811744 14.898546 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.95O6 54.5541 0.691816 3.90568 0.710298 0 2.59891 0 17.6233 0 18.0307 1.88522
37801.00 1198.14 12.496357 29.093141 -151386.450659 3.812208 14.900208 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.17Si1.95O6 54.5497 0.691358 3.91394 0.709779 0 2.6002 0 17.6205 0 18.0293 1.8852
37701.00 1197.97 12.497208 29.095322 -151435.349422 3.812679 14.901894 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.17Si1.95O6 54.5453 0.690898 3.92224 0.70926 0 2.60149 0 17.6176 0 18.028 1.88516
37601.00 1197.79 12.498080 29.097551 -151484.516025 3.813156 14.903604 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.17Si1.95O6 54.5409 0.690434 3.9306 0.708741 0 2.60278 0 17.6147 0 18.0267 1.88513
